设备类别,标注json文件名称,data_path,json_path,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode24,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10256/10256_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10256,/10256,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode25,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10257/10257_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10257,/10257,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode26,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10258/10258_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10258,/10258,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode27,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10259/10259_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10259,/10259,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode28,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10260/10260_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10260,/10260,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode29,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10261/10261_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10261,/10261,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode30,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10262/10262_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10262,/10262,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode31,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10263/10263_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10263,/10263,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode32,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10264/10264_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10264,/10264,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode33,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10265/10265_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10265,/10265,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode34,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10266/10266_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10266,/10266,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode35,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10267/10267_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10267,/10267,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode36,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10268/10268_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10268,/10268,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode37,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10269/10269_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10269,/10269,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode38,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10270/10270_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10270,/10270,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode39,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10271/10271_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10271,/10271,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode40,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10272/10272_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10272,/10272,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode41,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10273/10273_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10273,/10273,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode42,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10274/10274_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10274,/10274,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode43,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10275/10275_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10275,/10275,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode44,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10276/10276_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10276,/10276,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode45,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10277/10277_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10277,/10277,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode46,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10278/10278_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10278,/10278,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode47,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10279/10279_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10279,/10279,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode48,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10280/10280_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10280,/10280,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode49,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10281/10281_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10281,/10281,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode50,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10282/10282_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10282,/10282,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode51,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10283/10283_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10283,/10283,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode52,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10284/10284_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10284,/10284,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode53,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10285/10285_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10285,/10285,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode54,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10286/10286_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10286,/10286,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode55,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10287/10287_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10287,/10287,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode56,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10288/10288_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10288,/10288,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode57,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10289/10289_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10289,/10289,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode58,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10290/10290_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10290,/10290,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode59,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10291/10291_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10291,/10291,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode60,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10292/10292_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10292,/10292,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode61,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10293/10293_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10293,/10293,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode62,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10294/10294_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10294,/10294,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode63,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10295/10295_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10295,/10295,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode64,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10296/10296_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10296,/10296,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode65,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10297/10297_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10297,/10297,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode66,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10298/10298_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10298,/10298,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode67,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10299/10299_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10299,/10299,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode68,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10300/10300_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10300,/10300,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode69,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10301/10301_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10301,/10301,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode70,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10302/10302_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10302,/10302,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode71,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10303/10303_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10303,/10303,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode72,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10304/10304_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10304,/10304,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode73,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10305/10305_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10305,/10305,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode74,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10306/10306_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10306,/10306,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode75,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10307/10307_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10307,/10307,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode76,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10308/10308_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10308,/10308,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode77,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10309/10309_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10309,/10309,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode78,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10310/10310_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10310,/10310,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode79,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10311/10311_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10311,/10311,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode80,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10312/10312_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10312,/10312,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode81,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10313/10313_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10313,/10313,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode82,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10314/10314_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10314,/10314,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode83,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10315/10315_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10315,/10315,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode84,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10316/10316_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10316,/10316,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode85,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10317/10317_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10317,/10317,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode86,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10318/10318_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10318,/10318,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode87,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10319/10319_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10319,/10319,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode88,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10320/10320_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10320,/10320,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode89,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10321/10321_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10321,/10321,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode90,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10322/10322_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10322,/10322,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode91,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10323/10323_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10323,/10323,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode92,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10324/10324_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10324,/10324,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode93,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10325/10325_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10325,/10325,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode94,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10326/10326_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10326,/10326,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_black_orange_250/episode95,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10327/10327_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10327,/10327,_cam_high.mp4
