设备类别,标注json文件名称,data_path,json_path,转换状态（Y/N）,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode9,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17475/17475_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode10,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17238/17238_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode11,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17249/17249_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode12,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17260/17260_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode13,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17271/17271_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode14,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17282/17282_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode15,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17293/17293_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode16,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17304/17304_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode17,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17315/17315_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode18,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17326/17326_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode19,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17337/17337_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode20,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17349/17349_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode21,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17360/17360_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode22,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17371/17371_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode23,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17382/17382_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode24,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17393/17393_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode25,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17404/17404_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode26,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17405/17405_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode27,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17406/17406_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode28,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17407/17407_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode29,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17408/17408_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode30,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17410/17410_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode31,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17411/17411_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode32,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17412/17412_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode33,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17413/17413_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode34,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17414/17414_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode35,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17415/17415_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode36,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17416/17416_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode37,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17417/17417_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode38,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17418/17418_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode39,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17419/17419_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode40,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17421/17421_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode41,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17422/17422_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode42,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17423/17423_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode43,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17424/17424_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode44,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17425/17425_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode45,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17426/17426_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode46,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17427/17427_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode47,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17428/17428_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode48,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17429/17429_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode49,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17430/17430_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode50,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17432/17432_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode51,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17433/17433_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode52,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17434/17434_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode53,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17435/17435_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode54,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17436/17436_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode55,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17437/17437_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode56,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17438/17438_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode57,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17439/17439_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode58,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17440/17440_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode59,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17441/17441_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode60,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17443/17443_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode61,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17444/17444_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode62,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17445/17445_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode63,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17446/17446_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode64,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17447/17447_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode65,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17448/17448_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode66,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17449/17449_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode67,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17450/17450_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode68,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17451/17451_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode69,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17452/17452_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode70,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17454/17454_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode71,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17455/17455_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode72,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17456/17456_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode73,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17457/17457_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode74,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17458/17458_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode75,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17459/17459_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode76,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17460/17460_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode77,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17461/17461_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode78,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17462/17462_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode79,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17463/17463_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode80,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17465/17465_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode81,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17466/17466_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode82,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17467/17467_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode83,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17468/17468_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode84,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17469/17469_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode85,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17470/17470_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode86,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17471/17471_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode87,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17472/17472_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode88,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17473/17473_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode89,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17474/17474_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode90,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17476/17476_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode91,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17477/17477_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode92,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17478/17478_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode93,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17479/17479_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode94,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17480/17480_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode95,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17481/17481_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode96,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17482/17482_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode97,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17483/17483_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode98,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17484/17484_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode99,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17485/17485_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode100,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17239/17239_cam_high.mp4,,,,,陆雪鹏
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode101,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17240/17240_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode102,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17241/17241_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode103,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17242/17242_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode104,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17243/17243_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode105,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17244/17244_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode106,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17245/17245_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode107,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17246/17246_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode108,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17247/17247_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode109,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17248/17248_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode110,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17250/17250_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode111,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17251/17251_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode112,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17252/17252_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode113,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17253/17253_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_egg_yolk_pastry_1000_5.11/task_left_black_egg_yolk_pastry_250/episode114,data/manual-upload/RoboBrain_Robotic_pika/videos/train/17254/17254_cam_high.mp4,,,,,
