,标注json文件名称,data_path,json_path,转换状态（Y/N）
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode10,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3250/3250_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode11,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3251/3251_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode12,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3252/3252_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode13,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3253/3253_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode14,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3254/3254_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode15,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3255/3255_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode16,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3256/3256_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode17,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3257/3257_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode18,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3258/3258_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode19,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3259/3259_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode20,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3261/3261_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode21,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3262/3262_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode22,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3263/3263_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode23,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3264/3264_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode24,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3265/3265_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode25,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3266/3266_cam_high.mp,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode26,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3267/3267_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode27,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3268/3268_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode28,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3269/3269_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode29,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3270/3270_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode30,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3272/3272_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode31,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3273/3273_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode32,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3274/3274_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode33,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3275/3275_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode34,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3276/3276_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode35,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3277/3277_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode36,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3278/3278_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode37,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3279/3279_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode38,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3280/3280_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode39,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3281/3281_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode40,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3283/3283_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode41,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3284/3284_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode42,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3285/3285_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode43,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3286/3286_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_egg_yolk/episode44,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3287/3287_cam_high.mp4,
,,,,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode0,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3293/3293_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode1,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3294/3294_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode2,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3305/3305_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode3,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3316/333616_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode4,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3327/3327_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode5,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3328/3328_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode6,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3329/3329_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode7,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3330/3330_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode8,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3331/3331_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode9,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3332/3332_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode10,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3295/3295_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode11,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3296/3296_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode12,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3297/3297_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode13,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3298/3298_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode14,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3299/3299_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode15,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3300/3300_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode16,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3301/3301_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode17,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3302/3302_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode18,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3303/33/3303_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode19,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3304/3304_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode20,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3306/3306_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode21,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3307/3307_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode22,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3308/3308_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode23,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3309/3309_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode24,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3310/3330_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode25,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3311/3311_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode26,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3312/3312_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode27,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3313/3313_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode28,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3314/3314_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode29,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3315/3315_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode30,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3317/3317_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode31,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3318/3318_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode32,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3319/3319_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode33,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3320/3320_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode34,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3321/3321_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode35,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3322/3322_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode36,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3323/3323_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode37,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3324/3324_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode38,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3325/3325_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_long_bread/episode39,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3326/3326_cam_high.mp4,
,,,,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode0,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3333/3333_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode1,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3334/3334_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode2,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3345/3345_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode3,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3356/3356_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode4,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3367/3367_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode5,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3368/3368_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode6,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3369/3369_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode7,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3370/3370_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode8,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3371/3371_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode9,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3372/3372_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode10,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3335/3335_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode11,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3336/3336_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode12,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3337/3337_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode13,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3338/3338_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode14,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3339/3339_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode15,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3340/3340_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode16,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3341/3341_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode17,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3342/3342_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode18,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3343/3343_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode19,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3344/3344_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode20,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3346/3346_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode21,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3347/3347_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode22,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3348/3348_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode23,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3349/3349_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode24,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3350/3350_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode25,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3351/3351_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode26,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3352/3352_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode27,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3353/3353_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode28,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3354/3354_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode29,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3355/3355_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode30,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3357/3357_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode31,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3358/3358_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode32,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3359/3359_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode33,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3360/3360_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode34,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3361/3361_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode35,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3362/3362_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode36,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3363/3363_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode37,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3364/3364_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode38,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3365/3365_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_orange/episode39,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3366/3366_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_peach/episode0,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3373/3373_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stask_pour_bowl_4.17_1000/task_blue_bowl/task_have_interference/task_peach/episode1,data/manual-upload/RoboBrain_Robotic_pika/videos/train/3374/3374_cam_high.mp4,
