设备类别,标注json文件名称,data_path,json_path,转换状态（Y/N）
,16,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode17,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16316/16316_cam_high.mp4,
,17,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode18,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16327/16327_cam_high.mp4,
,18,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode19,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16338/16338_cam_high.mp4,
,19,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode20,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16350/16350_cam_high.mp4,
,20,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode21,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16361/16361_cam_high.mp4,
,21,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode22,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16371/16371_cam_high.mp4,
,22,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode23,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16382/16382_cam_high.mp4,
,23,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode24,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16393/16393_cam_high.mp4,
,24,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode25,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16404/16404_cam_high.mp4,
,25,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode26,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16405/16405_cam_high.mp4,
,26,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode27,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16406/16406_cam_high.mp4,
,27,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode28,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16407/16407_cam_high.mp4,
,28,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode29,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16408/16408_cam_high.mp4,
,29,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode30,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16410/16410_cam_high.mp4,
,30,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode31,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16411/16411_cam_high.mp4,
,31,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode32,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16412/16412_cam_high.mp4,
,32,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode33,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16413/16413_cam_high.mp4,
,33,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode34,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16414/16414_cam_high.mp4,
,34,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode35,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16415/16415_cam_high.mp4,
,35,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode36,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16416/16416_cam_high.mp4,
,36,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode37,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16417/16417_cam_high.mp4,
,37,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode38,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16418/16418_cam_high.mp4,
,38,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode39,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16419/16419_cam_high.mp4,
,39,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode40,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16421/16421_cam_high.mp4,
,40,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode41,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16422/16422_cam_high.mp4,
,41,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode42,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16423/16423_cam_high.mp4,
,42,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode43,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16424/16424_cam_high.mp4,
,43,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode44,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16425/16425_cam_high.mp4,
,44,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode45,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16426/16426_cam_high.mp4,
,45,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode46,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16427/16427_cam_high.mp4,
,46,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode47,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16428/16428_cam_high.mp4,
,47,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode48,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16429/16429_cam_high.mp4,
,48,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode49,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16430/16430_cam_high.mp4,
,49,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode50,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16432/16432_cam_high.mp4,
,50,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode51,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16433/16433_cam_high.mp4,
,51,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode52,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16434/16434_cam_high.mp4,
,52,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode53,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16435/16435_cam_high.mp4,
,53,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode54,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16436/16436_cam_high.mp4,
,54,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode55,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16437/16437_cam_high.mp4,
,55,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode56,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16438/16438_cam_high.mp4,
,56,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode57,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16439/16439_cam_high.mp4,
,57,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode58,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16440/16440_cam_high.mp4,
,58,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode59,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16441/16441_cam_high.mp4,
,59,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode60,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16443/16443_cam_high.mp4,
,60,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode61,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16444/16444_cam_high.mp4,
,61,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode62,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16445/16445_cam_high.mp4,
,62,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode63,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16446/16446_cam_high.mp4,
,63,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode64,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16447/16447_cam_high.mp4,
,64,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode65,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16448/16448_cam_high.mp4,
,65,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode66,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16449/16449_cam_high.mp4,
,66,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode67,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16450/16450_cam_high.mp4,
,67,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode68,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16451/16451_cam_high.mp4,
,68,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode69,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16452/16452_cam_high.mp4,
,69,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode70,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16454/16454_cam_high.mp4,
,70,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode71,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16455/16455_cam_high.mp4,
,71,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode72,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16456/16456_cam_high.mp4,
,72,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode73,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16457/16457_cam_high.mp4,
,73,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode74,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16458/16458_cam_high.mp4,
,74,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode75,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16459/16459_cam_high.mp4,
,75,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode76,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16460/16460_cam_high.mp4,
,76,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode77,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16461/16461_cam_high.mp4,
,77,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode78,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16462/16462_cam_high.mp4,
,78,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode79,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16463/16463_cam_high.mp4,
,79,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode80,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16465/16465_cam_high.mp4,
,80,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode81,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16466/16466_cam_high.mp4,
,81,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode82,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16467/16467_cam_high.mp4,
,82,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode83,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16468/16468_cam_high.mp4,
,83,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode84,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16469/16469_cam_high.mp4,
,84,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode85,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16470/16470_cam_high.mp4,
,85,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode86,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16471/16471_cam_high.mp4,
,86,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode87,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16472/16472_cam_high.mp4,
,87,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode88,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16473/16473_cam_high.mp4,
,88,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode89,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16474/16474_cam_high.mp4,
,89,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode90,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16476/16476_cam_high.mp4,
,90,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode91,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16477/16477_cam_high.mp4,
,91,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode92,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16478/16478_cam_high.mp4,
,92,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode93,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16479/16479_cam_high.mp4,
,93,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode94,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16480/16480_cam_high.mp4,
,94,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode95,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16481/16481_cam_high.mp4,
,95,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode96,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16482/16482_cam_high.mp4,
,96,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode97,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16483/16483_cam_high.mp4,
,97,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode98,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16484/16484_cam_high.mp4,
,98,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode99,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16485/16485_cam_high.mp4,
,99,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode100,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16240/16240_cam_high.mp4,
,100,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode101,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16241/16241_cam_high.mp4,
,101,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode102,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16242/16242_cam_high.mp4,
,102,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode103,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16243/16243_cam_high.mp4,
,103,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode104,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16244/16244_cam_high.mp4,
,104,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode105,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16245/16245_cam_high.mp4,
,105,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode106,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16246/16246_cam_high.mp4,
,106,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode107,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16247/16247_cam_high.mp4,
,107,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode108,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16248/16248_cam_high.mp4,
,108,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode109,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16249/16249_cam_high.mp4,
,109,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode110,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16251/16251_cam_high.mp4,
,110,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode111,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16252/16252_cam_high.mp4,
,111,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode112,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16253/16253_cam_high.mp4,
,112,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode113,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16254/16254_cam_high.mp4,
,113,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode114,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16255/16255_cam_high.mp4,
,114,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode115,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16256/16256_cam_high.mp4,
,115,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode116,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16257/16257_cam_high.mp4,
,116,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode117,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16258/16258_cam_high.mp4,
,117,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode118,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16259/16259_cam_high.mp4,
,118,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode119,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16260/16260_cam_high.mp4,
,119,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode120,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16262/16262_cam_high.mp4,
,120,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode121,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16263/16263_cam_high.mp4,
,121,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode122,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16264/16264_cam_high.mp4,
,122,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode123,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16265/16265_cam_high.mp4,
,123,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode124,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16266/16266_cam_high.mp4,
,124,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode125,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16267/16267_cam_high.mp4,
,125,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode126,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16268/16268_cam_high.mp4,
,126,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode127,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16269/16269_cam_high.mp4,
,127,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode128,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16270/16270_cam_high.mp4,
,128,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode129,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16271/16271_cam_high.mp4,
,129,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_basket_bread_1000_5.16/task_left_black_bread_250/episode130,data/manual-upload/RoboBrain_Robotic_pika/videos/train/16273/16273_cam_high.mp4,
