设备类别,标注json文件名称,data_path,,json_path,转换状态（Y/N）
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode14,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18532/18532_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode15,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18543/18543_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode16,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18554/18554_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode17,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18565/18565_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode18,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18576/18576_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode19,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18587/18587_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode20,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18599/18599_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode21,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18610/18610_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode22,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18621/18621_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode23,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18632/18632_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode24,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18643/18643_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode25,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18654/18654_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode26,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18655/18655_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode27,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18656/18656_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode28,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18657/18657_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode29,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18658/18658_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode30,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18660/18660_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode31,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18661/18661_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode32,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18662/18662_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode33,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18663/18663_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode34,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18664/18664_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode35,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18665/18665_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode36,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18666/18666_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode37,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18667/18667_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode38,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18668/18668_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode39,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18669/18669_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode40,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18671/18671_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode41,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18672/18672_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode42,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18673/18673_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode43,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18674/18674_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode44,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18675/18675_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode45,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18676/18676_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode46,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18677/18677_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode47,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18678/18678_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode48,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18679/18679_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode49,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18680/18680_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode50,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18682/18682_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode51,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18683/18683_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode52,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18684/18684_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode53,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18685/18685_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode54,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18686/18686_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode55,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18687/18687_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode56,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18688/18688_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode57,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18689/18689_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode58,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18690/18690_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode59,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18691/18691_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode60,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18693/18693_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode61,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18694/18694_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode62,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18695/18695_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode63,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18696/18696_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode64,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18697/18697_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode65,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18698/18698_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode66,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18699/18699_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode67,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18700/18700_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode68,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18701/18701_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode69,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18702/18702_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode70,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18704/18704_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode71,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18705/18705_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode72,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18706/18706_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode73,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18707/18707_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode74,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18708/18708_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode75,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18709/18709_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode76,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18710/18710_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode77,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18711/18711_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode78,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18712/18712_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode79,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18713/18713_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode80,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18715/18715_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode81,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18716/18716_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode82,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18717/18717_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode83,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18718/18718_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode84,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18719/18719_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode85,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18720/18720_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode86,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18721/18721_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode87,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18722/18722_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode88,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18723/18723_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode89,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18724/18724_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode90,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18726/18726_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode91,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18727/18727_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode92,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18728/18728_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode93,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18729/18729_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode94,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18730/18730_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode95,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18731/18731_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode96,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18732/18732_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode97,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18733/18733_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode98,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18734/18734_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode99,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18735/18735_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode100,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18489/18489_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode101,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18490/18490_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode102,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18491/18491_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode103,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18492/18492_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode104,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18493/18493_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode105,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18494/18494_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode106,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18495/18495_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode107,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18496/18496_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode108,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18497/18497_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode109,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18498/18498_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode110,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18500/18500_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode111,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18501/18501_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode112,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18502/18502_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode113,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18503/18503_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode114,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18504/18504_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode115,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18505/18505_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode116,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18506/18506_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode117,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18507/18507_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode118,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18508/18508_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode119,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18509/18509_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode120,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18511/18511_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode121,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18512/18512_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode122,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18513/18513_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode123,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18514/18514_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode124,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18515/18515_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode125,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18516/18516_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode126,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18517/18517_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode127,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18518/18518_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode128,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18519/18519_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode129,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18520/18520_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode130,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18522/18522_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode131,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18523/18523_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode132,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18524/18524_cam_high.mp4,
,,/docker/1.上传数据/WD14T/PIKA/task_pour_basket_peach_1000_5.01/task_left_yellow_peach_250/episode133,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/18525/18525_cam_high.mp4,
