设备类别,标注json文件名称,data_path,json_path,转换状态（Y/N）,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode49,data/manual-upload/RoboBrain_Robotic_pika/videos/train/293/293_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode50,data/manual-upload/RoboBrain_Robotic_pika/videos/train/295/295_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode51,data/manual-upload/RoboBrain_Robotic_pika/videos/train/296/296_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode52,data/manual-upload/RoboBrain_Robotic_pika/videos/train/297/297_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode53,data/manual-upload/RoboBrain_Robotic_pika/videos/train/298/298_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode54,data/manual-upload/RoboBrain_Robotic_pika/videos/train/299/299_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode55,data/manual-upload/RoboBrain_Robotic_pika/videos/train/300/300_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode56,data/manual-upload/RoboBrain_Robotic_pika/videos/train/301/301_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode57,data/manual-upload/RoboBrain_Robotic_pika/videos/train/302/302_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode58,data/manual-upload/RoboBrain_Robotic_pika/videos/train/303/303_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode59,data/manual-upload/RoboBrain_Robotic_pika/videos/train/304/304_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode60,data/manual-upload/RoboBrain_Robotic_pika/videos/train/306/306_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode61,data/manual-upload/RoboBrain_Robotic_pika/videos/train/307/307_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode62,data/manual-upload/RoboBrain_Robotic_pika/videos/train/308/308_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode63,data/manual-upload/RoboBrain_Robotic_pika/videos/train/309/309_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode64,data/manual-upload/RoboBrain_Robotic_pika/videos/train/310/310_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode65,data/manual-upload/RoboBrain_Robotic_pika/videos/train/311/311_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode66,data/manual-upload/RoboBrain_Robotic_pika/videos/train/312/312_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode67,data/manual-upload/RoboBrain_Robotic_pika/videos/train/313/313_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode68,data/manual-upload/RoboBrain_Robotic_pika/videos/train/314/314_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode69,data/manual-upload/RoboBrain_Robotic_pika/videos/train/315/315_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode70,data/manual-upload/RoboBrain_Robotic_pika/videos/train/317/317_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode71,data/manual-upload/RoboBrain_Robotic_pika/videos/train/318/318_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode72,data/manual-upload/RoboBrain_Robotic_pika/videos/train/319/319_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode73,data/manual-upload/RoboBrain_Robotic_pika/videos/train/320/320_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode74,data/manual-upload/RoboBrain_Robotic_pika/videos/train/321/321_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode75,data/manual-upload/RoboBrain_Robotic_pika/videos/train/322/322_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode76,data/manual-upload/RoboBrain_Robotic_pika/videos/train/323/323_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode77,data/manual-upload/RoboBrain_Robotic_pika/videos/train/324/324_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode78,data/manual-upload/RoboBrain_Robotic_pika/videos/train/325/325_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode79,data/manual-upload/RoboBrain_Robotic_pika/videos/train/326/326_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode80,data/manual-upload/RoboBrain_Robotic_pika/videos/train/328/328_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode81,data/manual-upload/RoboBrain_Robotic_pika/videos/train/329/329_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode82,data/manual-upload/RoboBrain_Robotic_pika/videos/train/330/330_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode83,data/manual-upload/RoboBrain_Robotic_pika/videos/train/331/331_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode84,data/manual-upload/RoboBrain_Robotic_pika/videos/train/332/332_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode85,data/manual-upload/RoboBrain_Robotic_pika/videos/train/333/333_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode86,data/manual-upload/RoboBrain_Robotic_pika/videos/train/334/334_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode87,data/manual-upload/RoboBrain_Robotic_pika/videos/train/335/335_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode88,data/manual-upload/RoboBrain_Robotic_pika/videos/train/336/336_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first1/episode89,data/manual-upload/RoboBrain_Robotic_pika/videos/train/337/337_cam_high.mp4,,
,left_first2,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode0,data/manual-upload/RoboBrain_Robotic_pika/videos/train/339/339_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode1,data/manual-upload/RoboBrain_Robotic_pika/videos/train/340/340_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode2,data/manual-upload/RoboBrain_Robotic_pika/videos/train/351/351_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode3,data/manual-upload/RoboBrain_Robotic_pika/videos/train/362/362_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode4,data/manual-upload/RoboBrain_Robotic_pika/videos/train/373/373_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode5,data/manual-upload/RoboBrain_Robotic_pika/videos/train/384/384_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode6,data/manual-upload/RoboBrain_Robotic_pika/videos/train/395/395_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode7,data/manual-upload/RoboBrain_Robotic_pika/videos/train/406/406_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode8,data/manual-upload/RoboBrain_Robotic_pika/videos/train/417/417_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode9,data/manual-upload/RoboBrain_Robotic_pika/videos/train/419/419_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode10,data/manual-upload/RoboBrain_Robotic_pika/videos/train/341/341_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode11,data/manual-upload/RoboBrain_Robotic_pika/videos/train/342/342_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode12,data/manual-upload/RoboBrain_Robotic_pika/videos/train/343/343_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode13,data/manual-upload/RoboBrain_Robotic_pika/videos/train/344/344_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode14,data/manual-upload/RoboBrain_Robotic_pika/videos/train/345/345_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode15,data/manual-upload/RoboBrain_Robotic_pika/videos/train/346/346_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode16,data/manual-upload/RoboBrain_Robotic_pika/videos/train/347/347_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode17,data/manual-upload/RoboBrain_Robotic_pika/videos/train/348/348_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode18,data/manual-upload/RoboBrain_Robotic_pika/videos/train/349/349_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode19,data/manual-upload/RoboBrain_Robotic_pika/videos/train/350/350_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode20,data/manual-upload/RoboBrain_Robotic_pika/videos/train/352/352_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode21,data/manual-upload/RoboBrain_Robotic_pika/videos/train/353/353_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode22,data/manual-upload/RoboBrain_Robotic_pika/videos/train/354/354_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode23,data/manual-upload/RoboBrain_Robotic_pika/videos/train/355/355_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode24,data/manual-upload/RoboBrain_Robotic_pika/videos/train/356/356_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode25,data/manual-upload/RoboBrain_Robotic_pika/videos/train/357/357_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode26,data/manual-upload/RoboBrain_Robotic_pika/videos/train/358/358_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode27,data/manual-upload/RoboBrain_Robotic_pika/videos/train/359/359_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode28,data/manual-upload/RoboBrain_Robotic_pika/videos/train/360/360_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode29,data/manual-upload/RoboBrain_Robotic_pika/videos/train/361/361_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode30,data/manual-upload/RoboBrain_Robotic_pika/videos/train/363/363_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode31,data/manual-upload/RoboBrain_Robotic_pika/videos/train/364/364_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode32,data/manual-upload/RoboBrain_Robotic_pika/videos/train/365/365_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode33,data/manual-upload/RoboBrain_Robotic_pika/videos/train/366/366_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode34,data/manual-upload/RoboBrain_Robotic_pika/videos/train/367/367_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode35,data/manual-upload/RoboBrain_Robotic_pika/videos/train/368/368_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode36,data/manual-upload/RoboBrain_Robotic_pika/videos/train/369/369_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode37,data/manual-upload/RoboBrain_Robotic_pika/videos/train/370/370_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode38,data/manual-upload/RoboBrain_Robotic_pika/videos/train/371/371_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode39,data/manual-upload/RoboBrain_Robotic_pika/videos/train/372/372_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode40,data/manual-upload/RoboBrain_Robotic_pika/videos/train/374/374_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode41,data/manual-upload/RoboBrain_Robotic_pika/videos/train/375/375_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode42,data/manual-upload/RoboBrain_Robotic_pika/videos/train/376/376_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode43,data/manual-upload/RoboBrain_Robotic_pika/videos/train/377/377_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode44,data/manual-upload/RoboBrain_Robotic_pika/videos/train/378/378_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode45,data/manual-upload/RoboBrain_Robotic_pika/videos/train/379/379_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode46,data/manual-upload/RoboBrain_Robotic_pika/videos/train/380/380_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode47,data/manual-upload/RoboBrain_Robotic_pika/videos/train/381/381_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode48,data/manual-upload/RoboBrain_Robotic_pika/videos/train/382/382_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode49,data/manual-upload/RoboBrain_Robotic_pika/videos/train/383/383_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode50,data/manual-upload/RoboBrain_Robotic_pika/videos/train/385/385_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode51,data/manual-upload/RoboBrain_Robotic_pika/videos/train/386/386_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode52,data/manual-upload/RoboBrain_Robotic_pika/videos/train/387/387_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode53,data/manual-upload/RoboBrain_Robotic_pika/videos/train/388/388_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode54,data/manual-upload/RoboBrain_Robotic_pika/videos/train/389/389_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode55,data/manual-upload/RoboBrain_Robotic_pika/videos/train/390/390_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode56,data/manual-upload/RoboBrain_Robotic_pika/videos/train/391/391_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode57,data/manual-upload/RoboBrain_Robotic_pika/videos/train/392/392_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode58,data/manual-upload/RoboBrain_Robotic_pika/videos/train/393/393_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode59,data/manual-upload/RoboBrain_Robotic_pika/videos/train/394/394_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode60,data/manual-upload/RoboBrain_Robotic_pika/videos/train/396/396_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode61,data/manual-upload/RoboBrain_Robotic_pika/videos/train/397/397_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode62,data/manual-upload/RoboBrain_Robotic_pika/videos/train/398/398_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode63,data/manual-upload/RoboBrain_Robotic_pika/videos/train/399/399_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode64,data/manual-upload/RoboBrain_Robotic_pika/videos/train/400/400_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode65,data/manual-upload/RoboBrain_Robotic_pika/videos/train/401/401_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode66,data/manual-upload/RoboBrain_Robotic_pika/videos/train/402/402_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_build_blocks_1000_4.27/left_first2/1/1/episode67,data/manual-upload/RoboBrain_Robotic_pika/videos/train/403/403_cam_high.mp4,,
